High,Low,Open,Close,Volume,Adj Close,Ativo Total,Ativo Circulante,Caixa e Equivalentes de Caixa AC,Aplicações Financeiras AC,Contas a Receber AC,Estoques AC,Tributos a Recuperar AC,Outros Ativos Circulantes AC,Ativo Realizavel Longo Prazo,Contas a Receber ACLP,Tributos Diferidos ACLP,Outros Ativos Não Circulantes ACLP,Investimentos,Imobilizado,Intangível,Passivo Total,Passivo Circulante,Obrigações Sociais e Trabalhistas PC,Fornecedores PC,Obrigações Fiscais PC,Empréstimos e Financiamentos PC,Outros PC,Passivo Não Circulante,Empréstimos e Financiamentos PNC,Outros PNC,Tributos Diferidos PNC,Provisões PNC,Participação dos Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Lucros,Lucros/Prejuízos Acumulados
7.699999809265137,6.340000152587891,7.21999979019165,6.480000019073486,184722800.0,6.521670341491699,51170656.0,16937624.0,1750949.0,390607.0,3732421.0,9531907.0,960663.0,571076.0,6530975.0,208508.77273656047,3929557.8582615256,63126.0,1695371.0,16258302.0,9748383.0,51170656.0,7964919.0,482729.0,3832827.0,546534.0,2122757.0,919099.0,16824918.0,12799975.0,1939291.0,61015.0,2019439.0,16816360.0,9564456.0,7965507.0,-69861.0,728495.0,245699.0
