Quarter,Year,Cluster_Month,target,High,Low,Open,Close,Volume,Adj Close,Ativo Total,Ativo Circulante,Caixa e Equivalentes de Caixa AC,Aplicações Financeiras AC,Contas a Receber AC,Estoques AC,Ativos Biológicos AC,Tributos a Recuperar AC,Despesas Antecipadas AC,Outros Ativos Circulantes AC,Ativo Realizavel Longo Prazo ,Aplicações Financeiras Avaliadas a Valor Justo ACLP,Aplicações Financeiras Avaliadas ao Custo Amortizado ACLP,Contas a Receber ACLP,Estoques ACLP,Ativos Biológicos ACLP,Tributos Diferidos ACLP,Despesas Antecipadas ACLP,Créditos com Partes Relacionadas ACLP,Outros Ativos Não Circulantes ACLP,Investimentos,Imobilizado,Intangível,Diferido,Passivo Total,Passivo Circulante,Obrigações Sociais e Trabalhistas PC,Fornecedores PC,Obrigações Fiscais PC,Empréstimos e Financiamentos PC,Passivos com Partes Relacionadas PC,Dividendos e JCP a Pagar PC,Outros PC,Provisões PC,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PC,Passivo Não Circulante,Empréstimos e Financiamentos PNC,Passivos com Partes Relacionadas PNC,Outros PNC,Tributos Diferidos PNC,Adiantamento para Futuro Aumento Capital PNC,Provisões PNC,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PNC,Lucros e Receitas a Apropriar PNC,Participação dos Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Reavaliação,Reservas de Lucros,Lucros/Prejuízos Acumulados,Ajustes de Avaliação Patrimonial,Ajustes Acumulados de Conversão,Outros Resultados Abrangentes,Adiantamento para Futuro Aumento Capital
1Q2009,2009,3,Good,12.309300422668457,4.049769878387451,12.309300422668457,4.8463897705078125,5846134.333333333,3.071838617324829,2658409.0,356545.0,187213.0,0.0,128875.0,0.0,0.0,0.0,0.0,40457.0,311496.0,0.0,0.0,169010.0,0.0,0.0,0.0,0.0,1698.0,140788.0,17603.0,1630588.0,310529.0,31648.0,2658409.0,340793.0,0.0,60108.0,14189.0,112996.0,54534.0,20084.0,78882.0,0.0,0.0,330979.0,126110.0,0.0,200317.0,0.0,0.0,4552.0,0.0,0.0,13077.0,1973560.0,952747.0,958786.0,0.0,17849.0,44178.0,0.0,0.0,0.0,0.0
2Q2009,2009,6,Good,19.998899459838867,4.716400146484375,4.766389846801758,6.5996198654174805,5922737.333333333,3.98661732673645,2733997.0,362490.0,187337.0,0.0,130684.0,0.0,0.0,0.0,0.0,44469.0,303505.0,0.0,0.0,160635.0,0.0,0.0,0.0,0.0,1722.0,141148.0,16053.0,1711326.0,310035.0,30588.0,2733997.0,253435.0,0.0,61126.0,21406.0,29999.0,55312.0,0.0,85592.0,0.0,0.0,448348.0,254985.0,0.0,188891.0,0.0,0.0,4472.0,0.0,0.0,13019.0,2019195.0,952747.0,959593.0,0.0,17049.0,89806.0,0.0,0.0,0.0,0.0
3Q2009,2009,9,Good,24.03860092163086,6.29964017868042,6.5996198654174805,9.249469757080078,22253668.0,5.531906922658284,3524295.0,1019340.0,796794.0,0.0,158897.0,0.0,0.0,0.0,0.0,63649.0,274807.0,0.0,0.0,172840.0,0.0,0.0,0.0,0.0,2120.0,99847.0,14864.0,1875905.0,309729.0,29650.0,3524295.0,317013.0,0.0,71333.0,17591.0,46645.0,72921.0,0.0,108523.0,0.0,0.0,461943.0,235661.0,0.0,221337.0,0.0,0.0,4945.0,0.0,0.0,12679.0,2732660.0,1616833.0,960644.0,0.0,16668.0,138515.0,0.0,0.0,0.0,0.0
4Q2009,2009,12,Good,32.14820098876953,8.262860298156738,9.096150398254395,10.466099739074707,28103001.666666668,6.622107187906901,3670946.0,1085193.0,827967.0,0.0,184846.0,0.0,0.0,0.0,0.0,72380.0,210167.0,0.0,0.0,169204.0,0.0,0.0,0.0,0.0,74.0,40889.0,15382.0,2022087.0,309475.0,28642.0,3670946.0,394150.0,0.0,66762.0,24904.0,42046.0,92214.0,40521.0,127703.0,0.0,0.0,442084.0,230035.0,0.0,206538.0,0.0,0.0,5511.0,0.0,0.0,12073.0,2822639.0,1713434.0,961691.0,0.0,147514.0,0.0,0.0,0.0,0.0,0.0
1Q2010,2010,3,Good,32.44820022583008,9.366129875183105,32.44820022583008,9.819439888000488,21031698.333333332,6.500950177510579,3824506.0,1208652.0,980467.0,0.0,158762.0,0.0,0.0,0.0,0.0,69423.0,190493.0,0.0,0.0,171868.0,0.0,0.0,0.0,0.0,74.0,18551.0,14418.0,2073242.0,310206.0,27495.0,3824506.0,409628.0,0.0,59843.0,23754.0,53548.0,94290.0,40521.0,137672.0,0.0,0.0,513921.0,323566.0,0.0,184619.0,0.0,0.0,5736.0,0.0,0.0,14670.0,2886287.0,1729820.0,962854.0,0.0,146873.0,46740.0,0.0,0.0,0.0,0.0
2Q2010,2010,6,Bad,11.962699890136719,9.332799911499023,9.85276985168457,11.002699851989746,15823782.333333334,7.011719703674316,3845930.0,1172325.0,933011.0,0.0,167471.0,0.0,0.0,0.0,0.0,71843.0,179749.0,0.0,0.0,172335.0,0.0,0.0,0.0,0.0,74.0,7340.0,14891.0,2138738.0,313867.0,26360.0,3845930.0,436310.0,0.0,64947.0,12543.0,172954.0,94290.0,1.0,91575.0,0.0,0.0,469543.0,221154.0,0.0,242598.0,0.0,0.0,5791.0,0.0,0.0,16596.0,2923481.0,1729820.0,964313.0,0.0,131174.0,98174.0,0.0,0.0,0.0,0.0
3Q2010,2010,9,Bad,12.032600402832031,10.3193998336792,10.996000289916992,11.965999603271484,15993484.333333334,7.5758035977681475,3907150.0,1085554.0,840118.0,0.0,174292.0,0.0,0.0,0.0,0.0,71144.0,181429.0,0.0,0.0,174012.0,0.0,0.0,0.0,0.0,74.0,7343.0,11841.0,2285199.0,317901.0,25226.0,3907150.0,435340.0,0.0,73155.0,13479.0,163589.0,94274.0,1.0,90842.0,0.0,0.0,486174.0,218759.0,0.0,261743.0,0.0,0.0,5672.0,0.0,0.0,19015.0,2966621.0,1729820.0,962084.0,0.0,130936.0,143781.0,0.0,0.0,0.0,0.0
4Q2010,2010,12,Bad,13.802599906921387,10.912699699401855,11.99269962310791,12.299300193786621,26266097.0,8.452179590861002,3985986.0,1028183.0,794839.0,0.0,180122.0,0.0,0.0,21892.0,0.0,31330.0,110018.0,0.0,0.0,36154.0,33183.0,0.0,8737.0,0.0,75.0,31869.0,2508693.0,18504.0,320588.0,0.0,3985986.0,510842.0,0.0,79384.0,25900.0,162507.0,94274.0,0.0,148777.0,0.0,0.0,509693.0,246378.0,0.0,263315.0,0.0,0.0,0.0,0.0,0.0,22328.0,2943123.0,1761662.0,913401.0,0.0,268060.0,0.0,0.0,0.0,0.0,0.0
1Q2011,2011,3,Good,12.52929973602295,9.949430465698242,12.52929973602295,11.199399948120117,15430483.666666666,7.276004791259766,4040855.0,997526.0,784726.0,0.0,150708.0,0.0,0.0,24499.0,0.0,37593.0,105058.0,0.0,0.0,35913.0,35685.0,0.0,0.0,0.0,74.0,33386.0,2600157.0,18277.0,319837.0,0.0,4040855.0,380603.0,0.0,72464.0,31040.0,149585.0,325.0,0.0,127189.0,0.0,0.0,539639.0,253545.0,0.0,269813.0,16281.0,0.0,0.0,0.0,0.0,119013.0,3001600.0,1761662.0,909319.0,0.0,268184.0,62435.0,0.0,0.0,0.0,0.0
2Q2011,2011,6,Good,12.449299812316895,10.666099548339844,11.166000366210938,11.366000175476074,12424040.333333334,7.776065667470296,4032890.0,804582.0,559467.0,0.0,168683.0,0.0,0.0,40472.0,0.0,35960.0,141122.0,0.0,0.0,37044.0,71004.0,0.0,0.0,0.0,74.0,33000.0,2749868.0,18218.0,319100.0,0.0,4032890.0,271756.0,0.0,88380.0,41312.0,46629.0,325.0,0.0,95110.0,0.0,0.0,626333.0,320036.0,0.0,285218.0,21079.0,0.0,0.0,0.0,0.0,121015.0,3013786.0,1761662.0,912062.0,0.0,219356.0,120706.0,0.0,0.0,0.0,0.0
