Quarter,Year,Cluster_Month,target,High,Low,Open,Close,Volume,Adj Close,Ativo Total,Ativo Circulante,Caixa e Equivalentes de Caixa AC,Aplicações Financeiras AC,Contas a Receber AC,Estoques AC,Ativos Biológicos AC,Tributos a Recuperar AC,Despesas Antecipadas AC,Outros Ativos Circulantes AC,Ativo Realizavel Longo Prazo ,Aplicações Financeiras Avaliadas a Valor Justo ACLP,Aplicações Financeiras Avaliadas ao Custo Amortizado ACLP,Contas a Receber ACLP,Estoques ACLP,Ativos Biológicos ACLP,Tributos Diferidos ACLP,Despesas Antecipadas ACLP,Créditos com Partes Relacionadas ACLP,Outros Ativos Não Circulantes ACLP,Investimentos,Imobilizado,Intangível,Diferido,Passivo Total,Passivo Circulante,Obrigações Sociais e Trabalhistas PC,Fornecedores PC,Obrigações Fiscais PC,Empréstimos e Financiamentos PC,Passivos com Partes Relacionadas PC,Dividendos e JCP a Pagar PC,Outros PC,Provisões PC,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PC,Passivo Não Circulante,Empréstimos e Financiamentos PNC,Passivos com Partes Relacionadas PNC,Outros PNC,Tributos Diferidos PNC,Adiantamento para Futuro Aumento Capital PNC,Provisões PNC,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PNC,Lucros e Receitas a Apropriar PNC,Participação dos Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Reavaliação,Reservas de Lucros,Lucros/Prejuízos Acumulados,Ajustes de Avaliação Patrimonial,Ajustes Acumulados de Conversão,Outros Resultados Abrangentes,Adiantamento para Futuro Aumento Capital
2Q2009,2009,6,Good,25.739999771118164,20.655000686645508,24.68000030517578,21.809999465942383,107357800.0,12.164929389953613,29709799.0,14779689.0,1388701.0,0.0,3124646.0,2726509.0,0.0,0.0,0.0,7539833.0,3700455.0,0.0,0.0,2023530.0,0.0,0.0,0.0,0.0,479120.0,1197805.0,1360.0,10728377.0,464224.0,35695.0,29709799.0,5182070.0,0.0,581799.0,1286048.0,2370087.0,0.0,274801.0,528396.0,140939.0,0.0,18172944.0,12397808.0,0.0,3880792.0,0.0,0.0,1894344.0,0.0,0.0,0.0,6354786.0,1680947.0,30.0,0.0,2369543.0,2337290.0,-33024.0,0.0,0.0,0.0
3Q2009,2009,9,Bad,27.899999618530273,19.549999237060547,21.71500015258789,27.190000534057617,97555800.0,14.079934120178223,0.0,0.0,142045.0,0.0,2877092.0,2588946.0,0.0,0.0,0.0,7960511.0,3640162.0,0.0,0.0,1561637.0,0.0,0.0,0.0,0.0,479120.0,1599405.0,321889.0,11145530.0,457580.0,33469.0,0.0,5128196.0,0.0,504223.0,1053184.0,1191066.0,0.0,1562085.0,677018.0,140620.0,0.0,0.0,0.0,0.0,3675834.0,0.0,0.0,1597291.0,0.0,0.0,83060.0,5510433.0,1680947.0,30.0,0.0,4211770.0,0.0,-382314.0,0.0,0.0,0.0
4Q2009,2009,12,Bad,32.849998474121094,26.0,26.950000762939453,27.614999771118164,82060333.33333333,15.992150942484537,0.0,0.0,9148905.0,0.0,2021988.0,3019388.0,0.0,0.0,0.0,192192.0,5987722.0,0.0,0.0,2399464.0,0.0,0.0,0.0,0.0,479120.0,3109138.0,463932.0,11352240.0,471615.0,0.0,0.0,4063990.0,0.0,549909.0,1097731.0,1006639.0,0.0,472273.0,724979.0,212459.0,0.0,0.0,0.0,0.0,4731873.0,0.0,0.0,2058266.0,0.0,9574.0,168443.0,6951816.0,1680947.0,30.0,0.0,5444605.0,326321.0,-500087.0,0.0,0.0,0.0
1Q2010,2010,3,Bad,36.75,26.0049991607666,28.0,35.66999816894531,94774533.33333333,17.690536816914875,0.0,15011839.0,9672149.0,0.0,2002982.0,3160662.0,0.0,0.0,0.0,176046.0,5842972.0,0.0,0.0,2222851.0,0.0,0.0,0.0,0.0,479120.0,3141001.0,665129.0,12193675.0,468961.0,0.0,0.0,4225084.0,0.0,691768.0,1103502.0,1416782.0,0.0,179759.0,612408.0,220865.0,0.0,0.0,0.0,0.0,4633659.0,0.0,0.0,2125211.0,0.0,0.0,142327.0,6592580.0,1680947.0,30.0,0.0,5444568.0,-62773.0,-470192.0,0.0,0.0,0.0
2Q2010,2010,6,Bad,36.97999954223633,24.739999771118164,36.11000061035156,26.299999237060547,23238412.333333332,16.660678545633953,0.0,0.0,0.0,0.0,1958740.0,3370625.0,0.0,0.0,0.0,227338.0,5575381.0,0.0,0.0,1927441.0,0.0,0.0,0.0,0.0,479120.0,3168820.0,1955414.0,12890713.0,465221.0,0.0,0.0,5813700.0,0.0,633650.0,1187480.0,2755348.0,0.0,269055.0,744284.0,223883.0,0.0,0.0,0.0,0.0,4494217.0,0.0,0.0,2181779.0,0.0,0.0,143228.0,7280626.0,1680947.0,30.0,0.0,5444566.0,585402.0,-430319.0,0.0,0.0,0.0
3Q2010,2010,9,Bad,30.670000076293945,25.700000762939453,26.31999969482422,29.329999923706055,67053233.333333336,16.83958689371745,0.0,0.0,0.0,0.0,1367759.0,3355786.0,0.0,473787.0,12997.0,344081.0,5664879.0,112484.0,0.0,58485.0,0.0,0.0,1592941.0,115755.0,479120.0,3306094.0,2103624.0,13776567.0,462456.0,0.0,0.0,4455955.0,164799.0,521156.0,275991.0,1308632.0,0.0,0.0,0.0,330425.0,0.0,0.0,0.0,3028924.0,1038511.0,0.0,0.0,2674321.0,0.0,0.0,189928.0,7632760.0,1680947.0,30.0,0.0,6119798.0,0.0,0.0,0.0,-168015.0,0.0
4Q2010,2010,12,Bad,30.100000381469727,26.110000610351562,29.329999923706055,26.670000076293945,54205466.666666664,15.964803377787272,40271282.0,17227031.0,11115047.0,0.0,1992827.0,3285739.0,0.0,475735.0,38694.0,318988.0,5165612.0,0.0,112642.0,51397.0,0.0,0.0,1559215.0,116154.0,0.0,3326204.0,3104520.0,14309434.0,464689.0,0.0,40271282.0,5312080.0,164643.0,598556.0,277607.0,1999792.0,0.0,0.0,0.0,271504.0,0.0,26517398.0,19779920.0,0.0,0.0,10321.0,0.0,2667591.0,0.0,0.0,187876.0,8253931.0,1680947.0,30.0,0.0,6119798.0,500507.0,0.0,0.0,-47351.0,0.0
1Q2011,2011,3,Bad,30.34000015258789,25.309999465942383,27.0,26.68000030517578,56760501.333333336,15.964804967244467,38880629.0,17722634.0,11684994.0,0.0,1647330.0,3517810.0,0.0,427043.0,0.0,445457.0,3925641.0,0.0,148907.0,48472.0,0.0,0.0,1342403.0,0.0,0.0,2385859.0,1876930.0,14891885.0,463539.0,0.0,38880629.0,4658434.0,196946.0,702416.0,209625.0,2204475.0,0.0,0.0,0.0,293165.0,0.0,26973487.0,20788623.0,0.0,0.0,0.0,0.0,982240.0,0.0,0.0,186552.0,7062155.0,1680947.0,30.0,0.0,4892095.0,1537322.0,0.0,0.0,-1048239.0,0.0
2Q2011,2011,6,Bad,27.450000762939453,18.399999618530273,26.780000686645508,19.190000534057617,61955416.666666664,13.108478546142578,45362729.0,22446176.0,15635164.0,0.0,1717538.0,3927426.0,0.0,500768.0,0.0,665281.0,4132482.0,0.0,159153.0,44735.0,0.0,0.0,1484749.0,0.0,0.0,2443845.0,2106879.0,16134905.0,542286.0,0.0,45362729.0,5027732.0,234937.0,993153.0,293606.0,2348663.0,0.0,0.0,0.0,273237.0,0.0,31562856.0,25355028.0,0.0,0.0,60009.0,0.0,1016624.0,0.0,0.0,454129.0,8318013.0,1680947.0,30.0,0.0,4892095.0,2874190.0,0.0,0.0,-1129249.0,0.0
3Q2011,2011,9,Bad,19.799999237060547,12.800000190734863,19.190000534057617,14.760000228881836,79470803.0,9.699604352315268,46869705.0,21944306.0,15417393.0,0.0,1616206.0,3734984.0,0.0,584273.0,0.0,591450.0,4856721.0,139679.0,0.0,10043.0,0.0,0.0,1840773.0,0.0,0.0,2866226.0,2088225.0,17377075.0,603374.0,0.0,46869705.0,6496947.0,202469.0,1232075.0,325132.0,2702083.0,0.0,0.0,0.0,306743.0,0.0,31955583.0,25186505.0,0.0,0.0,37851.0,0.0,1137709.0,0.0,0.0,431349.0,7985821.0,1680947.0,30.0,0.0,7671620.0,0.0,0.0,0.0,-1366776.0,0.0
