"XLSWrite 1.34 Copyright(c) 1999,2000 Axolot Data",Balanço Patrimonial - LOCALIZA RENT A CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30/09/2019,30/06/2019,31/03/2019,31/12/2018,30/09/2018,30/06/2018,31/03/2018,31/12/2017,30/09/2017,30/06/2017,31/03/2017,31/12/2016,30/09/2016,30/06/2016,31/03/2016,31/12/2015,30/09/2015,30/06/2015,31/03/2015,31/12/2014,30/09/2014,30/06/2014,31/03/2014,31/12/2013,30/09/2013,30/06/2013,31/03/2013,31/12/2012,30/09/2012,30/06/2012,31/03/2012,31/12/2011,30/09/2011,30/06/2011,31/03/2011,31/12/2010,30/09/2010,30/06/2010,31/03/2010,31/12/2009,30/09/2009,30/06/2009
Obrigações Fiscais PC,46.503,31.530,58.721,57.033,39.558,26.006,55.236,44.209,39.534,30.534,45.758,36.589,29.982,27.594,35.697,41.810,38.770,31.426,40.647,53.645,42.293,35.195,55.398,48.761,49.446,36.488,36.428,35.370,33.976,35.679,36.076,41.868,37.738,35.511,34.094,33.127,35.743,24.225,24.022,0,16.293,16.266
Empréstimos e Financiamentos PC,296.674,276.354,812.194,616.587,708.851,397.703,533.322,537.216,547.038,425.924,396.701,654.586,593.196,642.028,674.273,422.383,368.669,321.464,407.650,300.891,245.865,308.069,309.774,275.394,305.340,271.578,246.468,210.059,186.664,145.798,160.055,130.945,250.313,65.675,239.388,233.672,32.097,28.035,213.048,446.602,371.984,381.282
Passivos com Partes Relacionadas PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dividendos e JCP a Pagar PC,65.360,66.120,59.487,42.643,37.961,36.594,35.734,36.384,34.929,33.395,33.955,39.749,28.135,31.311,31.199,29.306,25.138,21.962,63.668,59.229,13.845,12.792,50.486,53.076,12.398,13.190,17.906,18.659,12.913,13.328,38.730,38.294,11.088,10.332,33.015,40.207,8.775,8.162,13.732,6.141,7.287,7.248
Outros PC,478.775,391.917,339.434,285.624,190.513,176.810,146.177,175.433,109.705,121.208,100.221,104.892,67.531,59.447,71.210,86.375,68.703,94.222,79.788,69.920,45.046,45.213,44.795,65.041,30.789,41.672,48.506,60.740,40.474,33.944,31.647,35.334,29.342,28.196,25.130,25.719,76.818,76.805,72.812,82.107,36.601,37.304
Provisões PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passivo Não Circulante,8.543.716,7.649.186,7.820.945,7.558.492,7.203.303,6.362.978,6.539.597,6.351.411,5.002.652,4.316.341,3.380.450,3.378.566,2.717.931,2.698.641,2.706.007,2.825.389,2.638.744,2.618.513,2.699.643,2.643.570,2.589.250,2.208.862,2.289.312,2.260.334,1.899.721,1.945.008,2.003.991,1.986.987,1.695.306,1.909.433,2.113.698,2.095.193,1.846.017,2.001.267,1.633.062,1.622.265,1.502.280,1.484.601,1.142.192,1.132.844,974.364,867.902
Empréstimos e Financiamentos PNC,7.411.681,6.588.278,6.816.814,7.029.391,6.707.538,5.904.049,6.107.959,5.940.463,4.632.534,4.037.256,3.124.969,3.131.303,2.463.953,2.452.383,2.470.822,2.596.893,2.367.623,2.357.662,2.458.992,2.411.575,2.367.427,1.995.084,2.091.777,2.068.145,1.708.579,1.770.300,1.844.518,1.845.032,1.568.858,1.783.000,1.960.570,1.943.480,1.699.473,1.830.024,1.471.916,1.463.083,1.454.753,1.443.001,1.099.876,1.091.591,936.573,826.985
Passivos com Partes Relacionadas PNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,1.045,0,988,962,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
