High,Low,Open,Close,Volume,Adj Close,Ativo Total,Ativo Circulante,Caixa e Equivalentes de Caixa AC,Aplicações Financeiras AC,Contas a Receber AC,Estoques AC,Tributos a Recuperar AC,Outros Ativos Circulantes AC,Ativo Realizavel Longo Prazo,Contas a Receber ACLP,Tributos Diferidos ACLP,Outros Ativos Não Circulantes ACLP,Investimentos,Imobilizado,Intangível,Passivo Total,Passivo Circulante,Obrigações Sociais e Trabalhistas PC,Fornecedores PC,Obrigações Fiscais PC,Empréstimos e Financiamentos PC,Outros PC,Passivo Não Circulante,Empréstimos e Financiamentos PNC,Outros PNC,Tributos Diferidos PNC,Provisões PNC,Participação dos Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Lucros,Lucros/Prejuízos Acumulados
17.13129997253418,14.530200004577637,16.832399368286133,16.08489990234375,136827940.0,15.645823001861572,30466716.0,17170224.0,6573441.0,3947952.0,1576149.0,3123935.0,886679.0,978744.0,3729933.0,0.0,1032457.9524824499,46702.0,0.0,5720875.0,3845686.0,30466716.0,7549925.0,156515.0,3520434.0,178062.0,3168946.0,921.0,16876870.0,16665291.0,8251.0,32113.965265119336,203328.0,1254018.0,4785904.0,3957961.0,115306.0,623837.0,59240.0
