Quarter,Year,Month,target,High,Low,Open,Close,Volume,Adj Close,Ativo Total,Ativo Circulante,Caixa e Equivalentes de Caixa AC,Aplicações Financeiras AC,Contas a Receber AC,Estoques AC,Ativos Biológicos AC,Tributos a Recuperar AC,Despesas Antecipadas AC,Outros Ativos Circulantes AC,Ativo Realizavel Longo Prazo ,Aplicações Financeiras Avaliadas a Valor Justo ACLP,Aplicações Financeiras Avaliadas ao Custo Amortizado ACLP,Contas a Receber ACLP,Estoques ACLP,Ativos Biológicos ACLP,Tributos Diferidos ACLP,Despesas Antecipadas ACLP,Créditos com Partes Relacionadas ACLP,Outros Ativos Não Circulantes ACLP,Investimentos,Imobilizado,Intangível,Diferido,Passivo Total,Passivo Circulante,Obrigações Sociais e Trabalhistas PC,Fornecedores PC,Obrigações Fiscais PC,Empréstimos e Financiamentos PC,Passivos com Partes Relacionadas PC,Dividendos e JCP a Pagar PC,Outros PC,Provisões PC,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PC,Passivo Não Circulante,Empréstimos e Financiamentos PNC,Passivos com Partes Relacionadas PNC,Outros PNC,Tributos Diferidos PNC,Adiantamento para Futuro Aumento Capital PNC,Provisões PNC,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PNC,Lucros e Receitas a Apropriar PNC,Participação dos Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Reavaliação,Reservas de Lucros,Lucros/Prejuízos Acumulados,Ajustes de Avaliação Patrimonial,Ajustes Acumulados de Conversão,Outros Resultados Abrangentes,Adiantamento para Futuro Aumento Capital
3Q2012,2012,9,Bad,30.920000076293945,24.773300170898438,25.566699981689453,27.663299560546875,22215500.0,21.753787358601887,25953817.0,3169152.0,1777706.0,0.0,1140621.0,39754.0,0.0,53683.0,0.0,157388.0,942988.0,0.0,0.0,321680.0,0.0,0.0,191537.0,0.0,146373.0,283398.0,54046.0,401337.0,21386291.0,0.0,25953817.0,3626811.0,317467.0,257128.0,221436.0,1316504.0,1231.0,142.0,868365.0,644538.0,0.0,10922763.0,7269624.0,0.0,2941422.0,0.0,0.0,711717.0,0.0,0.0,0.0,11404241.0,6203688.0,124255.0,0.0,3929810.0,1146488.0,0.0,0.0,0.0,0.0
4Q2012,2012,12,Bad,30.7367000579834,25.350000381469727,27.656700134277344,28.95669937133789,33495600.0,21.989500681559246,26675792.0,3336865.0,1921178.0,0.0,1152439.0,53090.0,0.0,129141.0,0.0,81017.0,909577.0,0.0,0.0,335687.0,0.0,0.0,141356.0,0.0,153098.0,279436.0,54046.0,383383.0,21991922.0,0.0,26675792.0,3797370.0,267863.0,297198.0,153121.0,1367391.0,958.0,414355.0,731401.0,565083.0,0.0,11162846.0,7701929.0,0.0,2836843.0,0.0,0.0,624074.0,0.0,0.0,0.0,11715577.0,6203688.0,124255.0,0.0,5387634.0,0.0,0.0,0.0,0.0,0.0
1Q2013,2013,3,Bad,32.400001525878906,27.83329963684082,28.95669937133789,31.350000381469727,32141100.0,23.71661313374837,26999761.0,3438300.0,2127035.0,0.0,1181332.0,46586.0,0.0,7479.0,0.0,75868.0,925195.0,0.0,0.0,356663.0,0.0,0.0,166594.0,0.0,144052.0,257886.0,75061.0,195286.0,22365917.0,0.0,26999761.0,3390179.0,302966.0,210291.0,139346.0,839160.0,951.0,414328.0,760909.0,722228.0,0.0,11856618.0,7990403.0,0.0,3328759.0,0.0,0.0,537456.0,0.0,0.0,0.0,11752963.0,6203688.0,124255.0,0.0,5387634.0,496201.0,0.0,0.0,-458815.0,0.0
2Q2013,2013,6,Bad,31.753299713134766,20.010000228881836,31.350000381469727,22.649999618530273,43738833.333333336,20.79003842671712,26983475.0,2968862.0,1669087.0,0.0,1148854.0,52307.0,0.0,17663.0,0.0,80951.0,856602.0,0.0,0.0,335769.0,0.0,0.0,135672.0,0.0,135233.0,249928.0,74961.0,190865.0,22892184.0,0.0,26983475.0,2703029.0,312419.0,239393.0,86713.0,766323.0,2466.0,151.0,701108.0,594456.0,0.0,12246014.0,8260155.0,0.0,3369698.0,0.0,0.0,616161.0,0.0,0.0,0.0,12034432.0,6203688.0,124255.0,0.0,5307433.0,857871.0,0.0,0.0,-458815.0,0.0
3Q2013,2013,9,Bad,24.290000915527344,19.350000381469727,22.200000762939453,21.639999389648438,36950833.333333336,17.76843516031901,27560792.0,3129492.0,1828770.0,0.0,1152737.0,45747.0,0.0,15700.0,0.0,86538.0,893759.0,0.0,0.0,374039.0,0.0,0.0,141625.0,0.0,126413.0,251682.0,76714.0,185160.0,23275667.0,0.0,27560792.0,2716136.0,354514.0,217658.0,231167.0,705971.0,1772.0,130.0,594060.0,610864.0,0.0,12335261.0,8379212.0,0.0,3396421.0,0.0,0.0,559628.0,0.0,0.0,0.0,12509395.0,6203688.0,124255.0,0.0,5307433.0,1332834.0,0.0,0.0,-458815.0,0.0
4Q2013,2013,12,Bad,26.93000030517578,20.969999313354492,21.989999771118164,26.459999084472656,28491600.0,20.498446782430012,28274295.0,3254087.0,1782001.0,0.0,1254908.0,58401.0,0.0,87405.0,0.0,71372.0,896781.0,0.0,0.0,395512.0,0.0,0.0,114030.0,0.0,130457.0,256782.0,77699.0,199496.0,23846232.0,0.0,28274295.0,2972381.0,314926.0,275051.0,115382.0,640940.0,1791.0,456975.0,535942.0,631374.0,0.0,12371112.0,8809134.0,0.0,3012970.0,0.0,0.0,549008.0,0.0,0.0,0.0,12930801.0,6203688.0,124255.0,0.0,6736389.0,0.0,-133531.0,0.0,0.0,0.0
1Q2014,2014,3,Bad,26.459999084472656,19.010000228881836,26.459999084472656,21.100000381469727,32645200.0,17.831668853759766,28790512.0,3388070.0,1982472.0,0.0,1149609.0,54111.0,0.0,17841.0,0.0,184037.0,915736.0,0.0,0.0,401412.0,0.0,0.0,128309.0,0.0,120669.0,265346.0,77334.0,237614.0,24171756.0,0.0,28790512.0,2967797.0,368980.0,230651.0,66895.0,620654.0,1692.0,456975.0,690719.0,531231.0,0.0,12414327.0,8753292.0,0.0,3098078.0,0.0,0.0,562957.0,0.0,0.0,0.0,13408387.0,6203688.0,124255.0,0.0,6736389.0,477586.0,-133531.0,0.0,0.0,0.0
2Q2014,2014,6,Bad,24.559999465942383,19.280000686645508,21.309999465942383,23.549999237060547,27723366.666666668,18.751719156901043,28983527.0,3314589.0,1823711.0,0.0,1218897.0,58394.0,0.0,88927.0,0.0,124660.0,683423.0,0.0,0.0,185509.0,0.0,0.0,143440.0,0.0,110881.0,243593.0,77397.0,277175.0,24630944.0,0.0,28983527.0,2452310.0,350270.0,249768.0,53288.0,637898.0,1395.0,32458.0,577948.0,549285.0,0.0,12863272.0,9180826.0,0.0,3079480.0,0.0,0.0,602966.0,0.0,0.0,0.0,13667946.0,10000000.0,0.0,0.0,3021470.0,780008.0,-133531.0,0.0,0.0,0.0
3Q2014,2014,9,Bad,24.3700008392334,19.200000762939453,23.690000534057617,19.780000686645508,30297966.666666668,17.531850814819336,29760012.0,3404656.0,1859690.0,0.0,1281404.0,52858.0,0.0,94674.0,0.0,116030.0,667560.0,0.0,0.0,178364.0,0.0,0.0,121342.0,0.0,101093.0,266761.0,76237.0,309405.0,25302155.0,0.0,29760012.0,2630823.0,405718.0,314280.0,53444.0,710373.0,1477.0,64.0,579845.0,565622.0,0.0,13369742.0,9581700.0,0.0,3171837.0,0.0,0.0,616205.0,0.0,0.0,0.0,13759448.0,10000000.0,0.0,0.0,3021470.0,871509.0,-133531.0,0.0,0.0,0.0
4Q2014,2014,12,Good,21.0,15.800000190734863,19.739999771118164,17.010000228881836,46850935.666666664,15.916999181111654,30355440.0,3215445.0,1722991.0,0.0,1156785.0,66487.0,0.0,148768.0,0.0,120414.0,780362.0,0.0,0.0,189458.0,0.0,0.0,209478.0,0.0,102018.0,279408.0,75262.0,304845.0,25979525.0,0.0,30355440.0,3480576.0,387971.0,323513.0,74138.0,1207126.0,1569.0,214523.0,646644.0,625092.0,0.0,13570461.0,9578641.0,0.0,3396565.0,0.0,0.0,595255.0,0.0,0.0,0.0,13304403.0,10000000.0,0.0,0.0,3694151.0,0.0,-389748.0,0.0,0.0,0.0
