High,Low,Open,Close,Volume,Adj Close,Ativo Total,Ativo Circulante,Caixa e Equivalentes de Caixa AC,Aplicações Financeiras AC,Contas a Receber AC,Estoques AC,Tributos a Recuperar AC,Outros Ativos Circulantes AC,Ativo Realizavel Longo Prazo,Contas a Receber ACLP,Tributos Diferidos ACLP,Outros Ativos Não Circulantes ACLP,Investimentos,Imobilizado,Intangível,Passivo Total,Passivo Circulante,Obrigações Sociais e Trabalhistas PC,Fornecedores PC,Obrigações Fiscais PC,Empréstimos e Financiamentos PC,Outros PC,Passivo Não Circulante,Empréstimos e Financiamentos PNC,Outros PNC,Tributos Diferidos PNC,Provisões PNC,Participação dos Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Lucros,Lucros/Prejuízos Acumulados
17.780000686645508,15.260000228881836,16.399999618530273,17.440000534057617,61405500.0,17.034034729003906,9772333.0,5693870.0,140592.0,1133470.0,1426752.0,2891372.0,28896.0,70458.0,3194432.0,524435.0,816.0,207343.0,785950.0,76881.0,21200.0,9772333.0,1815976.0,46365.0,161076.0,59049.0,267899.0,1015494.0,2275763.0,1723735.0,189665.4093481026,52997.0,499031.0,372817.0,5307777.0,3395744.0,-71719.0,1821223.0,162244.0
