High,Low,Open,Close,Volume,Adj Close,Ativo Total,Ativo Circulante,Caixa e Equivalentes de Caixa AC,Aplicações Financeiras AC,Contas a Receber AC,Estoques AC,Tributos a Recuperar AC,Outros Ativos Circulantes AC,Ativo Realizavel Longo Prazo,Contas a Receber ACLP,Tributos Diferidos ACLP,Outros Ativos Não Circulantes ACLP,Investimentos,Imobilizado,Intangível,Passivo Total,Passivo Circulante,Obrigações Sociais e Trabalhistas PC,Fornecedores PC,Obrigações Fiscais PC,Empréstimos e Financiamentos PC,Outros PC,Passivo Não Circulante,Empréstimos e Financiamentos PNC,Outros PNC,Tributos Diferidos PNC,Provisões PNC,Participação dos Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Lucros,Lucros/Prejuízos Acumulados
53.79999923706055,45.81999969482422,52.349998474121094,49.0,401246000.0,48.27090644836426,366869545.0,60989088.0,23176176.0,1387283.0,12692307.0,18105004.0,4570655.0,2444947.0,66773213.0,496591.10121139773,21283608.27635425,6150559.0,11937606.0,194051998.0,33117628.0,366869545.0,49175818.0,2462653.0,14970936.0,4031042.0,5844944.0,1634323.0,151711400.0,61713777.0,1239946.0,5628965.0,79454822.0,2843099.0,163139207.0,77299999.0,-2714714.0,39664894.0,-6806122.0
