Quarter,Year,Month,target,High,Low,Open,Close,Volume,Adj Close,Ativo Total,Ativo Circulante,Caixa e Equivalentes de Caixa AC,Aplicações Financeiras AC,Contas a Receber AC,Estoques AC,Ativos Biológicos AC,Tributos a Recuperar AC,Despesas Antecipadas AC,Outros Ativos Circulantes AC,Ativo Realizavel Longo Prazo ,Aplicações Financeiras Avaliadas a Valor Justo ACLP,Aplicações Financeiras Avaliadas ao Custo Amortizado ACLP,Contas a Receber ACLP,Estoques ACLP,Ativos Biológicos ACLP,Tributos Diferidos ACLP,Despesas Antecipadas ACLP,Créditos com Partes Relacionadas ACLP,Outros Ativos Não Circulantes ACLP,Investimentos,Imobilizado,Intangível,Diferido,Passivo Total,Passivo Circulante,Obrigações Sociais e Trabalhistas PC,Fornecedores PC,Obrigações Fiscais PC,Empréstimos e Financiamentos PC,Passivos com Partes Relacionadas PC,Dividendos e JCP a Pagar PC,Outros PC,Provisões PC,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PC,Passivo Não Circulante,Empréstimos e Financiamentos PNC,Passivos com Partes Relacionadas PNC,Outros PNC,Tributos Diferidos PNC,Adiantamento para Futuro Aumento Capital PNC,Provisões PNC,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados PNC,Lucros e Receitas a Apropriar PNC,Participação dos Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Reavaliação,Reservas de Lucros,Lucros/Prejuízos Acumulados,Ajustes de Avaliação Patrimonial,Ajustes Acumulados de Conversão,Outros Resultados Abrangentes,Adiantamento para Futuro Aumento Capital
3Q2012,2012,9,Bad,12.960000038146973,5.570000171661377,6.320000171661377,10.119999885559082,230348800.0,8.188885847727457,33383907.0,11551640.0,2876553.0,1898115.0,1671370.0,4269322.0,0.0,548528.0,0.0,287752.0,2370311.0,0.0,0.0,0.0,0.0,0.0,1265580.0,0.0,14082.0,1090649.0,449422.0,16564242.0,2448293.0,0.0,33383907.0,5774264.0,332474.0,2309526.0,206577.0,2073901.0,95989.0,937.0,754860.0,0.0,0.0,8968736.0,6539135.0,0.0,850672.0,26445.0,0.0,1552484.0,0.0,0.0,1798061.0,16842847.0,12150000.0,5208.0,0.0,4490822.0,-300194.0,497011.0,0.0,0.0,0.0
4Q2012,2012,12,Good,13.329999923706055,9.350000381469727,10.170000076293945,12.800000190734863,146343466.66666666,11.209037144978842,32774220.0,10780645.0,3180764.0,1537558.0,1568085.0,3780182.0,0.0,0.0,0.0,714056.0,2444744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12631.0,2432113.0,453062.0,16653119.0,2442648.0,0.0,32774220.0,5402921.0,0.0,2283644.0,488625.0,1687073.0,158243.0,26635.0,758701.0,0.0,0.0,8858225.0,6467587.0,0.0,636185.0,0.0,0.0,1754453.0,0.0,0.0,1904644.0,16608428.0,12150000.0,219684.0,0.0,3871384.0,0.0,367361.0,0.0,0.0,0.0
1Q2013,2013,3,Bad,13.640000343322754,9.0,12.800000190734863,10.760000228881836,186274366.66666666,9.864974021911621,31945783.0,10172778.0,2687056.0,1552163.0,1599098.0,3693606.0,0.0,0.0,0.0,640856.0,2385153.0,0.0,0.0,0.0,0.0,0.0,1605919.0,0.0,19848.0,759386.0,1231420.0,15751008.0,2405424.0,0.0,31945783.0,4282912.0,273104.0,2205921.0,145556.0,759342.0,210504.0,27196.0,661289.0,0.0,0.0,9181815.0,7021539.0,0.0,382867.0,0.0,0.0,1777409.0,0.0,0.0,1934451.0,16546605.0,12150000.0,221836.0,0.0,3871384.0,-133060.0,436446.0,0.0,0.0,0.0
2Q2013,2013,6,Bad,11.569999694824219,7.389999866485596,10.819999694824219,7.480000019073486,192896766.66666666,8.433894793192545,32188310.0,10560101.0,3022647.0,1713091.0,1287603.0,3732125.0,0.0,0.0,0.0,804635.0,2472409.0,0.0,0.0,0.0,0.0,0.0,1712369.0,0.0,20094.0,739946.0,1242421.0,15514786.0,2398593.0,0.0,32188310.0,5245901.0,303422.0,2322020.0,167593.0,1490334.0,191686.0,611.0,665694.0,0.0,104541.0,8528736.0,6455400.0,0.0,284353.0,0.0,0.0,1788983.0,0.0,0.0,1960616.0,16453057.0,12150000.0,224553.0,0.0,3871384.0,-183865.0,390985.0,0.0,0.0,0.0
3Q2013,2013,9,Bad,11.329999923706055,6.5,7.900000095367432,10.520000457763672,176149966.66666666,9.523902893066406,32025448.0,10436995.0,2302788.0,1686913.0,1756348.0,3902708.0,0.0,0.0,0.0,788238.0,2413390.0,0.0,0.0,0.0,0.0,0.0,1697479.0,0.0,20451.0,695460.0,1290488.0,15492114.0,2392461.0,0.0,32025448.0,5121401.0,318850.0,2445170.0,176937.0,1260584.0,133417.0,2788.0,678155.0,0.0,105500.0,8193489.0,6169692.0,0.0,230027.0,0.0,0.0,1793770.0,0.0,0.0,2110030.0,16600529.0,12150000.0,307841.0,0.0,3871383.0,-106698.0,378002.0,0.0,0.0,0.0
4Q2013,2013,12,Bad,14.869999885559082,10.5,10.649999618530273,14.210000038146973,128403933.33333333,12.392005920410156,31357995.0,9460294.0,2633187.0,835629.0,1639551.0,3850420.0,0.0,0.0,0.0,501507.0,2830342.0,0.0,0.0,98853.0,0.0,0.0,0.0,0.0,20831.0,2710658.0,1159948.0,15506833.0,2400577.0,0.0,31357995.0,5087491.0,0.0,2422024.0,386127.0,1330170.0,140042.0,1122.0,808006.0,0.0,0.0,7436558.0,5510811.0,0.0,112164.0,0.0,0.0,1813583.0,0.0,0.0,2122037.0,16711908.0,12150000.0,313084.0,0.0,3699154.0,0.0,549670.0,0.0,0.0,0.0
1Q2014,2014,3,Bad,14.34000015258789,8.4399995803833,14.210000038146973,10.229999542236328,250352666.66666666,10.257004737854004,31091169.0,9241989.0,2078833.0,835146.0,1736898.0,4068636.0,0.0,0.0,0.0,522476.0,2768902.0,0.0,0.0,105208.0,0.0,0.0,0.0,0.0,21268.0,2642426.0,1201463.0,15481317.0,2397499.0,0.0,31091169.0,4921801.0,259912.0,2330740.0,163670.0,1384942.0,144520.0,1121.0,636896.0,0.0,0.0,7142870.0,5212664.0,0.0,122225.0,0.0,0.0,1807981.0,0.0,0.0,2159226.0,16867273.0,12150000.0,317032.0,0.0,3699154.0,190888.0,510199.0,0.0,0.0,0.0
2Q2014,2014,6,Bad,10.520000457763672,7.480000019073486,10.279999732971191,7.579999923706055,159252833.33333334,7.784391403198242,31048810.0,9267312.0,2081437.0,813012.0,1624755.0,4156923.0,0.0,0.0,0.0,591185.0,2778120.0,0.0,0.0,107166.0,0.0,0.0,1809383.0,0.0,21594.0,839977.0,1152991.0,15459740.0,2390647.0,0.0,31048810.0,4928200.0,294903.0,2312290.0,104311.0,1555633.0,156680.0,169.0,504214.0,0.0,0.0,7059113.0,5094048.0,0.0,160121.0,0.0,0.0,1804944.0,0.0,0.0,2094603.0,16966893.0,12150000.0,320408.0,0.0,3699154.0,312384.0,484948.0,0.0,0.0,0.0
3Q2014,2014,9,Bad,9.1899995803833,6.28000020980835,7.659999847412109,6.369999885559082,146864333.33333334,7.237780253092448,30773684.0,8847521.0,2117064.0,939534.0,1505040.0,3690850.0,0.0,0.0,0.0,595033.0,2888090.0,0.0,0.0,109932.0,0.0,0.0,1955105.0,0.0,21946.0,801107.0,1187252.0,15463182.0,2387638.0,0.0,30773684.0,4790453.0,316975.0,1987409.0,136022.0,1694786.0,140848.0,169.0,514244.0,0.0,0.0,6948744.0,5064758.0,0.0,121706.0,0.0,0.0,1762280.0,0.0,0.0,2096268.0,16938219.0,12150000.0,322149.0,0.0,3699154.0,294051.0,472864.0,0.0,0.0,0.0
4Q2014,2014,12,Bad,7.190000057220459,4.239999771118164,6.329999923706055,5.050000190734863,163292642.66666666,5.1445794105529785,30484062.0,8245211.0,2109812.0,742091.0,1246694.0,3516751.0,0.0,0.0,0.0,629863.0,3179812.0,0.0,0.0,133155.0,54942.0,0.0,2018129.0,0.0,22383.0,951203.0,1145787.0,15535573.0,2377679.0,0.0,30484062.0,4769426.0,280284.0,1948744.0,116949.0,1705891.0,338357.0,30937.0,348264.0,0.0,0.0,6953021.0,4978324.0,0.0,225907.0,0.0,0.0,1748790.0,0.0,0.0,2041951.0,16719664.0,12150000.0,318851.0,0.0,3831060.0,0.0,419753.0,0.0,0.0,0.0
1Q2015,2015,3,Bad,5.320000171661377,3.3499999046325684,5.050000190734863,4.96999979019165,235026466.66666666,4.0031256675720215,30983983.0,8542517.0,1671342.0,949701.0,1380296.0,3910490.0,0.0,0.0,0.0,630688.0,3426528.0,0.0,0.0,134118.0,55081.0,0.0,2134632.0,0.0,4722.0,1097975.0,1155951.0,15492069.0,2366918.0,0.0,30983983.0,5048230.0,280196.0,2235161.0,133509.0,1723392.0,241783.0,38368.0,395821.0,0.0,0.0,7445663.0,5407824.0,0.0,248790.0,0.0,0.0,1789049.0,0.0,0.0,2045532.0,16444557.0,12150000.0,320900.0,0.0,3831060.0,-240982.0,383580.0,0.0,0.0,0.0
2Q2015,2015,6,Bad,7.090000152587891,4.119999885559082,5.010000228881836,4.119999885559082,232269800.0,4.669051170349121,30313888.0,8560921.0,1996659.0,892421.0,1357433.0,3595707.0,0.0,0.0,0.0,718701.0,3805774.0,0.0,0.0,134068.0,128159.0,0.0,2481044.0,0.0,4630.0,1057873.0,1145575.0,15408654.0,1392963.0,0.0,30313888.0,4718708.0,319435.0,2069668.0,98461.0,1716142.0,188279.0,141.0,326582.0,0.0,0.0,7916813.0,5870958.0,0.0,239388.0,0.0,0.0,1806467.0,0.0,0.0,1866921.0,15811446.0,12150000.0,324267.0,0.0,3831060.0,-837459.0,343577.0,0.0,0.0,0.0
