target,High,Low,Open,Close,Volume,Adj Close,Ativo Total,Ativo Circulante,Caixa e Equivalentes de Caixa AC,Aplicações Financeiras AC,Contas a Receber AC,Estoques AC,Tributos a Recuperar AC,Outros Ativos Circulantes AC,Ativo Realizavel Longo Prazo,Contas a Receber ACLP,Tributos Diferidos ACLP,Outros Ativos Não Circulantes ACLP,Investimentos,Imobilizado,Intangível,Passivo Total,Passivo Circulante,Obrigações Sociais e Trabalhistas PC,Fornecedores PC,Obrigações Fiscais PC,Empréstimos e Financiamentos PC,Outros PC,Passivo Não Circulante,Empréstimos e Financiamentos PNC,Outros PNC,Tributos Diferidos PNC,Provisões PNC,Participação dos Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Lucros,Lucros/Prejuízos Acumulados
Bad,12.850000381469727,11.100000381469727,11.399999618530273,12.300000190734865,48542933.33333334,11.149739901224773,7815758.0,2139393.0,1607979.0,60234.0,149537.0,928691.0144634501,55686.0,257980.0,4147698.230145548,4067.6325209129536,356491.0,205670.0,1071.0,559605.0,4539727.0,7815758.0,1759574.0,67677.0,89544.0,40151.0,1149516.0,34665.0,5299614.0,4849100.0,49720.0,16767.0,384027.0,97947.0,658623.0,360900.0,27446.0,270277.0,185060.63269052797
Bad,21.80069923400879,16.922300338745114,20.41580009460449,17.020599365234375,11704457.666666664,18.6735331217448,4198144.0,3059867.0,10242.0,968991.0,1369362.0,524824.0,72179.0,103774.0,4165496.9673139635,1051.0,181124.0,21297.0,1988653.553263047,199872.0,704471.0,4198144.0,1324952.0,15441.0,582603.0,8216.0,669929.0,48763.0,1669172.0,1590151.0,5747.0,59263.0,14011.0,4722.184056460112,1204020.0,1182491.0,9201.0,34224.0,-22474.0
Bad,21.440000534057614,16.690000534057614,18.530000686645508,17.079999923706055,578363366.6666666,16.611267725626632,752966631.0,123350376.0,37171823.0,9100566.0,22652363.0,33323520.0,11645732.0,8069577.0,6833913.94378341,5581232.0,15250712.0,14569022.0,15615384.0,533880308.0,36121194.0,752966631.0,82524529.0,4806121.0,26721401.0,11596803.0,18782900.0,5689092.0,321108410.0,249037996.0,1309112.0,23206031.0,47168672.0,1393791.0,347939893.0,205410910.0,736885.0,149035713.0,12087066.388781182
Bad,13.09409999847412,11.069499969482422,12.403900146484375,12.489299774169922,44818607.333333336,8.221687952677406,12687249.0,2609832.0,950197.0,1168376.5377647611,941581.0,53966.0,435553.0,226013.0,4155955.7420047456,573399.0,752095.0,289274.0,34193.0,5458495.0,2969368.0,12687249.0,2199910.0,55459.0,606272.0,506936.0,523254.0,449716.0,3779541.0,2786975.0,421723.0,284384.0,286459.0,1945650.0,4762148.0,3182716.0,88984.0,1147942.0,408879.0
Bad,110.0500030517578,98.76000213623048,100.44000244140624,102.98999786376952,17570433.333333332,97.934814453125,35462144.0,15669379.0,5355930.0,22990.0,2696403.0,6463993.0,759836.0,143815.0,4168516.9963397016,789116.0,870413.0,2466315.0,358576.0,9187073.0,5698539.0,35462144.0,14596779.0,850138.0,6753298.0,769163.0,5057753.0,1137384.0,7451903.0,3394729.0,1185810.0,1041905.0,1346384.0,3418085.0,9995375.0,6786171.0,257277.0,2479463.0,472464.0
Bad,20.09000015258789,18.459999084472656,19.07999992370605,19.81999969482422,252174800.0,17.713943481445312,79110193.0,19990968.0,7285217.0,274577.0,3793336.0,4275809.0,3183207.0,489904.0,5995304.0,56974.71857686357,3546910.0,2226600.0,387974.0,18341679.0,34394272.0,79110193.0,21877422.0,776259.0,7698589.0,2947038.0,2517510.0,6154539.0,8068854.0,1691886.0,4244476.0,1734526.0,397966.0,1732314.0,47431605.0,57614139.0,54490882.0,6162152.0,5834137.0
Bad,11.300000190734865,9.100000381469727,11.0600004196167,11.25,251980666.66666663,8.326039473215737,26000204.0,4425023.0,1319604.0,2878254.0,55555.0,4200485.465770109,138040.0,17315.0,4711431.42842454,107013.49685765839,201419.0,113570.0,3248716.0,431910.0,16699082.0,26000204.0,3142494.0,279609.05133201997,40199.0,23885.0,18491.0,2912791.0,3985969.0,1377764.0,48708.0,2436635.0,122862.0,14701.0,18857039.0,2540239.0,14642589.0,794773.0,256288.0
Bad,1.1062500476837158,0.7375000119209291,0.9437500238418579,0.8100000023841858,164558933.33333334,0.35607744256655377,4475198.0,2677980.0,235278.0,306269.0,510038.0,1263953.0,224389.0,138053.0,3941694.0614999877,3623.0,141991.0,374429.0,266008.0,530784.0,480383.0,4475198.0,2471844.0,155419.0,1528393.0,27271.0,520563.0,162426.0,1306719.0,708721.0,1742.0,129269.59511543518,254969.0,13714.269955597902,696635.0,606505.0,-33072.0,104173.0,20535.0
Bad,11.723799705505373,10.174599647521973,10.50790023803711,10.53969955444336,70204470.0,8.472454706827799,4620516.0,1705577.0,1193686.0,72009.71046281674,406192.0,811154.7984150348,8278.0,69201.0,4148907.555691226,5566.0,35813.0,38700.0,6758.859443226097,2774002.0,60858.0,4620516.0,891648.0,89181.0,342014.0,55398.0,309774.0,44795.0,2289312.0,2091777.0,14109.0,115904.0,54120.0,118207.80926060704,1439556.0,976708.0,36655.0,334320.0,91873.0
Bad,29.46999931335449,22.46999931335449,23.739999771118164,29.07999992370605,47666066.66666666,24.589316050211593,34417222.0,3212799.0,1374400.0,573094.5492920412,1657564.0,49757.0,11669.0,119409.0,4151650.9541026265,166683.0,125155.0,280036.0,87405.0,324211.0,29501360.0,34417222.0,3845795.0,374154.0,236626.0,329185.0,1595718.0,632003.0,15439952.0,10191065.0,4774792.0,58582.22704106189,474095.0,1646678.0577786562,15131473.0,10000000.0,124255.00906272906,4058535.0,1426320.0
Bad,28.26000022888184,22.739999771118164,23.1299991607666,24.29999923706055,124691333.33333331,23.55392646789551,615818461.0,126373536.0,39904494.0,18002805.0,21436549.0,29396161.0,12179723.0,3884271.0,6036475.221235567,5226506.0,16314815.0,11281089.0,12324189.0,353667252.0,82135908.0,615818461.0,65952465.0,2974570.0,20490271.0,10968638.0,18018198.0,6870072.0,211043598.0,146118312.0,1476862.0,35601940.0,27658140.0,2565967.0,336256431.0,205392151.0,558944.0,122611712.0,6607815.0
Bad,13.695500373840332,11.496800422668455,12.699700355529785,12.689800262451172,31826481.0,8.735466639200848,13921324.0,2743809.0,911353.0,1526273.7803519869,1113546.0,113227.0,369021.0,234012.0,4160097.259278642,615715.0,740985.0,291543.0,39905.0,6032489.0,3428224.0,13921324.0,2307731.0,60333.0,800131.0,441722.0,479526.0,440490.0,5039812.0,3765155.0,419773.0,415517.0,439367.0,1969219.0,4604562.0,3182716.0,138384.0,1268407.0,190939.0
Bad,23.1299991607666,17.649999618530273,21.90999984741211,17.940000534057614,126536500.0,16.724126815795902,335397749.0,56786952.0,11817819.0,6082060.834675264,9024991.0,13036799.0,9083259.0,13824083.0,5856396.297737516,694561.0,14035636.0,8622876.0,12230136.0,223622939.0,19332389.0,335397749.0,32165550.0,1687179.0,11001453.0,2058317.0,10249497.0,1898871.5142550082,148230111.0,81135206.0,3371469.049753071,9941786.0,56863502.0,3682545.0,151319532.0,77299999.0,-925023.0,50337751.0,-9538426.0
Bad,8.655440330505371,6.882150173187256,7.705999851226807,8.414310455322267,158244809.33333334,2.67402982711792,2812974.0,1727740.0,171456.0,512056.85363340034,1542756.0,239936.06976997506,146836.34480042732,13528.0,3940775.331781777,710748.0,146036.01796163656,38775.656600487964,12.0,313404.0,61070.0,2812974.0,1588209.0,136753.4708111948,159721.0,174248.0,320321.5474160382,1254240.0,535024.0,117630.92018968001,2708.0,119265.12524857678,532316.0,25682.146574503906,689741.0,75379.0,5692.0,15076.0,593594.0
Bad,52.95000076293945,44.06999969482422,45.33000183105469,50.47000122070313,31036833.33333333,40.80183537801107,16628000.0,9434000.0,539000.0,23332.1685602358,4053000.0,4161000.0,441000.0,199000.0,4162025.953518901,171000.0,378000.0,3423000.0,128000.0,1355000.0,1231000.0,16628000.0,11072000.0,512000.0,4810000.0,167000.0,3506000.0,1935000.0,2677000.0,342000.0,1142000.0,6000.0,1171000.0,29050.45816552511,2879000.0,2896000.0,-882000.0,865000.0,7566.2712822480125
Bad,18.190000534057614,13.149999618530273,14.600000381469727,17.399999618530273,73482500.0,13.26117706298828,13616873.0,9099201.0,360513.0,1219310.0,5118905.0,2255796.0,78277.0,53676.0,4146875.755426856,1438264.0,12586.0,449217.0,7999.0,175952.0,84478.0,13616873.0,4127029.0,121731.0,302591.0,407955.0,1132696.0,1934909.0,4131033.0,3213047.0,844094.5625708612,112274.0,805712.0,375667.0,4983144.0,2548695.0,-56073.0,2108435.0,411046.0
Bad,103.1999969482422,73.1500015258789,96.48999786376952,83.38999938964844,26866100.0,86.33868408203125,41465000.0,19375000.0,6811000.0,23666.025552327872,2939000.0,8212000.0,987000.0,171000.0,4168530.8808366903,704000.0,500000.0,3452000.0,482000.0,10023000.0,6537000.0,41465000.0,19312001.0,805000.0,10291000.0,684000.0,4773000.0,1464000.0,7767000.0,3849000.0,704000.0,1214000.0,1310000.0,3683000.0,10703000.0,6805000.0,291000.0,3398000.0,220000.0
Bad,19.36359977722168,15.032999992370605,15.680100440979006,17.422300338745114,5763459.0,13.035210609436035,5276223.0,1665561.0,563821.0,340376.9449291565,635624.0,15546.0,63037.77465823451,450570.0,4167902.625838942,761696.0,42229.83621058008,103831.0,4996.0,2374641.0,361950.0,5276223.0,983063.0,14695.870047881872,296906.0,116715.0,288899.0,219765.0,2398590.0,1553115.0,607421.0,122408.71121509306,238054.0,667526.0,1227044.0,907467.0,4429.0,110866.0,204282.0
Bad,14.300000190734865,10.289999961853027,11.0600004196167,13.25,50687933.33333334,10.236653963724773,13326248.0,8978772.0,908265.0,1064792.0,3708289.0,3028755.0,118636.0,141759.0,4154437.2312220265,788437.0,1902.0,213412.0,649890.0,167307.0,101691.0,13326248.0,3472825.0,75537.0,290624.0,212977.0,1052912.0,1530343.0,3436819.0,2746969.0,1590958.2777374352,37621.0,652229.0,717727.0,5698877.0,3060863.0,105489.0,2513902.0,100541.0
Bad,13.782600402832033,10.19130039215088,10.295599937438963,12.600000381469727,124080898.33333331,11.730475425720215,19358812.0,1213754.0,36601.0,651776.0,364369.0,1815597.7788000251,97022.0,58903.0,4127417.3339320244,120731.0,29885.523125997675,75687.0,17764729.0,10609.0,67006.0,19358812.0,1212347.0,16026.0,30780.0,51512.0,754833.0,318172.0,7899796.0,3841025.0,454246.0,3541528.0,49284.0,735533.0,9511136.0,7251504.0,159309.0,2028756.0,71567.0
Bad,29.5,26.34000015258789,27.5,29.31999969482422,36291000.0,19.11233647664388,5375379.0,3378317.0,1144390.0,498672.0,651416.0,700665.0,144459.0,238715.0,4151347.826802083,437.2416744457486,214246.0,542182.0,24095.13496070339,1012089.0,228545.0,5375379.0,2414712.0,211814.0,649887.0,501509.0,999462.0,52040.0,1654570.0,1325057.0,177259.0,157129.83289758614,152254.0,1.0,1306096.0,427073.0,89800.0,799422.0,202963.4035711251
Bad,49.63759994506836,44.05699920654297,47.7869987487793,47.18939971923828,25938726.0,29.95917828877767,12441656.0,8734040.0,2287901.0,23270.0,2328323.0,3093286.0,702877.0,245925.0,4161947.0873804265,132702.0,645602.0,1218163.0,99670.0,1071192.0,149564.0,12441656.0,7609029.0,443078.0,3049920.0,433334.0,2631723.0,207979.0,1668916.0,1022467.0,427423.0,3171.0,215855.0,26028.0,3137683.0,2895453.0,44810.0,15059.0,182361.0
Bad,17.770000457763672,10.760000228881836,17.219999313354492,11.380000114440918,76715766.66666667,8.630553086598715,49365078.0,21024856.0,14553711.0,434212.43770355935,1813323.0,3583346.0,595580.3488755844,1074477.0,4160415.212147157,9186.0,2419929.0,2885485.0,1923283.0,20164129.0,818292.0,49365078.0,5633091.0,272449.0,1650324.0,288210.0,1989384.0,608417.850681336,35292942.0,28208396.0,2278901.4051660914,167115.0,1322996.0,406314.0,8032731.0,4540000.0,30.0,4539075.0,-1100933.0
Bad,1.6399999856948853,1.2887500524520874,1.5175000429153442,1.5187499523162842,60148000.0,0.5622807939847311,5664755.0,4069970.0,423128.0,175227.0,2104479.0,1068762.0,214771.0,83603.0,4152305.6554444027,1771.0,201730.0,316106.0,25255.75645769414,575185.0,440738.0,5664755.0,3607014.0,139537.0,1328155.0,80174.0,317198.0,1715961.0,1441749.0,918766.0,323781.0,21360.052958746368,199202.0,53272.773977325734,615992.0,606505.0,2820.0,6586.0,147610.95329476788
Bad,17.170000076293945,13.510000228881836,14.619999885559082,15.399999618530273,28480075.66666667,15.290486653645836,23168166.0,9961320.0,939936.0,3034512.0,1312201.0,2445970.0,1120017.0,378154.0,4154643.185767617,1759494.693908448,993382.0,1241500.0,10218.0,6915622.0,4000477.0,23168166.0,6178095.0,568830.0,2314278.0,198942.0,2653907.0,412305.0,10683593.0,8203325.0,906108.0,1368624.0,205536.0,146281.0,6160197.0,3986518.0,2468450.0,46787.0,-605286.0
Bad,16.370000839233402,10.7076997756958,11.923100471496582,11.5,74249236.66666667,12.553018887837727,13458854.0,8713628.0,2477210.0,1263978.0,2490042.0,1868740.0,276560.0,337098.0,4138780.5257260175,1093259.174011432,128315.0,390716.0,1395.0,3247118.0,977479.0,13458854.0,3057697.0,261940.0,502294.0,120842.0,1017473.0,1060885.0,4394119.0,3636054.0,181225.0,224250.0,352590.0,123451.0,5883587.0,3533973.0,-71174.0,1299868.0,207793.0
Bad,14.31999969482422,12.06999969482422,13.84000015258789,12.350000381469727,48641900.0,11.233320236206056,13965433.0,8435211.0,925530.0,361324.0,4283795.0,2699279.0,105059.0,55380.0,4155095.9144593715,791482.0,373.0,707313.0,739253.0,164763.0,87141.0,13965433.0,3780863.0,106675.0,340339.0,244258.0,1137467.0,1792039.0,3740521.0,3081693.0,758863.295816813,34674.0,624154.0,690581.0,5753468.0,3095745.0,104527.0,2079518.0,511476.0
Bad,7.320000171661378,5.869999885559082,6.489999771118164,7.320000171661378,40720966.66666666,6.8666666348775225,21301801.0,9738648.0,1213572.0,3188781.0,924998.0,1759871.0,2089129.0,442676.0,4150739.062721658,1985689.0750883422,2227316.0,1981430.0,21064.0,4489952.0,2843389.0,21301801.0,6021169.0,251071.0,2354072.0,312131.0,1858127.0,1245768.0,12645920.0,10600854.0,1705151.0,251088.0,88828.0,242178.0,2392532.0,7319467.0,181224.0,38362.0,-4721299.0
Bad,17.260000228881836,11.529999732971193,16.860000610351562,12.350000381469727,259761366.66666663,12.31580638885498,122502971.0,49810039.0,10776155.0,8067833.0,12119662.0,11109744.0,2874987.0,1660393.0,5750781.745298924,312089.7751177926,478034.4847985966,2585314.0,354134.0,35381113.0,31303977.0,122502971.0,40137470.0,2891953.0,12421018.0,843919.0,20906613.0,3073964.0,52744118.0,44976112.0,1924414.0,4310495.0,1533100.0,1592135.0,28029242.0,23576205.0,-791230.0,4756937.0,450355.9832408251
Bad,12.880000114440918,9.100000381469727,9.100000381469727,10.920000076293944,317979800.0,10.730072975158693,25376778.0,6749345.0,1141052.0,421497.0,1741954.0,2971493.0,190826.9346389057,473349.0,5394364.877297591,258494.0,3029743.0,859127.0,1092905.0,12669891.0,672190.0,25376778.0,2325040.0,212949.0,1107295.0,83861.0,23372.0,777621.0,7756145.0,5648767.0,89243.0,2415384.9583018264,1883882.0,1379751.0,13915842.0,13200295.0,315910.0,202207.0,146806.0
Bad,14.699999809265135,9.239999771118164,9.5,14.380000114440918,127801066.66666669,9.241754531860352,49861825.0,16067724.0,10000372.0,595619.9642323694,1705710.0,3401759.0,663945.5049473556,959883.0,4136573.278564682,166235.154970794,3079049.0,1405246.0,13417079.0,14916278.0,946404.0,49861825.0,6704889.0,195975.0,1340116.0,285870.0,3460711.0,2406952.800856215,35931587.0,24159594.0,3972340.575808166,253767.0,1354501.0,-30749.0,7256093.0,4540000.0,30.0,2414568.0,55334.0
Bad,38.650001525878906,31.95000076293945,33.709999084472656,37.709999084472656,20758066.666666668,32.533159255981445,29306305.0,7649835.0,2981145.0,259159.46452111786,774147.0,396908.0,218128.0,3279507.0,4165858.7717283913,39770.0,327810.0,2708166.0,8659533.0,393488.0,9323827.0,29306305.0,3581242.0,95249.0,1386895.0,264283.0,1246859.0,440494.0,13268645.0,7768618.0,4358930.0,1141097.0,756780.8272320327,3507222.0,8949196.0,3822725.0,904072.0,3652506.0,857805.0
Bad,20.88999938964844,17.402399063110348,18.646799087524414,19.959999084472656,17686159.666666668,17.53627586364746,9090362.0,3126402.0,286580.0,1149136.0,1481401.0,24758.0,120594.0,63933.0,4163654.911551166,135097.0,323.0,1738290.0,68325.0,2668.0,4019257.0,9090362.0,2244015.0,32709.0,844636.0,223989.0,620631.0,397998.0,4123157.0,2243039.0,1111716.0,9598.0,758804.0,341274.0,2381916.0,1977276.0,14080.0,443626.0,-24593.0
Bad,42.43999862670898,36.54999923706055,39.27999877929688,39.38999938964844,17973233.333333332,37.18818155924479,5062802.0,659725.0,50819.0,402008.0,151991.0,4188.0,37707.0,5951.0,4163811.5473873457,77699.0,48820.66728452138,3124.0,4090096.0,21391.0,99079.0,5062802.0,321527.0,22302.0,21966.0,22320.0,198900.0,56039.0,1934640.0,1893536.0,1678.0,11616.0,13829.0,8505.0,2798130.0,1231313.0,452713.0,1114104.0,106920.55054721767
Bad,22.559999465942386,13.210000038146973,22.31999969482422,14.579999923706055,32427561.33333333,11.066562334696453,36917666.0,10987858.0,3253959.0,186645.0,2904706.0,3447422.0,1184384.0,815220.0747662348,4164570.5113767097,53606.0,1112131.0,1718905.0,37433.0,19886111.0,3033806.0,36917666.0,9597658.0,289549.0,7059949.0,586275.0,1399317.0,235797.0,17244756.0,12829860.0,2195339.0,1800953.0,349895.0,138137.0,9937112.0,8043222.0,785781.0,1088561.0,-307183.0
Bad,28.45890045166016,24.574499130249023,25.86269950866699,27.07589912414551,7073259.333333332,23.547670364379893,3572195.0,1084865.0,937795.0,885991.3225390365,106276.0,3508.0,30350.0,6407.0,4166560.9442959097,63032.0,16063.0,34539.0,2184520.0,21726.0,108995.0,3572195.0,322188.0,20587.0,20564.0,27167.0,181217.0,72653.0,1476738.0,1316492.0,21567.0,39457.0,33455.0,157.0,1773112.0,823859.0,464767.0,484486.0,146136.42651014755
Bad,36.45000076293945,17.170000076293945,18.049999237060547,20.0,36054224.0,10.580546061197916,2775791.0,1639932.0,456035.0,609633.7989271854,437088.0,541045.0,127121.93164486032,205764.0,4160306.5266414834,560444.0,194001.6970003027,499540.08769974887,21480.67591153421,488252.0,87163.0,2775791.0,1036992.0,147864.24676528628,260220.0,452803.0,155818.0,168151.0,615544.0,481721.0,15995.0,235162.04200682507,117828.0,1.0,1123254.0,409783.0,144932.0,256317.0,332265.0
Bad,20.684999465942386,17.049999237060547,20.684999465942386,19.059999465942386,63601200.0,13.987188975016274,6894151.0,3977063.0,1379626.0,401793.0,752966.0,912847.0,182999.0,346832.0,4143087.7755232807,780251.6046082143,220523.0,642662.0,93312.1281206095,1539160.0,514743.0,6894151.0,2236629.0,151638.0,666811.0,596097.0,759683.0,62400.0,3383478.0,2821865.0,225570.0,117922.54965995447,336043.0,24516.0,1249528.0,427073.0,77291.0,776768.0,192672.34192315023
Bad,20.100000381469727,16.066699981689453,19.13330078125,17.216699600219727,36221100.0,13.520649592081703,6120315.0,917947.0,172210.0,276421.0,180937.0,228702.0,14746.0,44931.0,4158701.05626664,58071.0,12162.771781353827,40808.0,4407308.0,17338.0,341109.0,6120315.0,482470.0,158007.65970961662,152395.0,33965.0,164629.0,93065.0,1811672.0,1588567.0,108093.0,115012.0,3494.689203946226,157.0,3826016.0,2350906.0,810750.0,568961.0,95399.0
Bad,12.850000381469727,8.159999847412111,12.350000381469727,10.890000343322754,194885166.66666663,10.444131851196287,112288203.0,42746667.0,6583593.0,8703635.0,9788546.0,10624334.0,3208628.0,683984.0,5531657.808234099,420738.1897973512,550494.5483748644,2638030.0,354422.0,34033543.0,29672464.0,112288203.0,38133649.0,2477496.0,10027004.0,390028.0,20834312.0,4404809.0,49240990.0,43198304.0,1824518.0,2914863.0,1303305.0,1533451.0,23380111.0,23576205.0,-1569089.0,4754482.0,-2739973.0
Bad,21.63999938964844,15.010000228881836,20.100000381469727,17.0,45269466.66666666,17.840547561645508,20775991.0,11680716.0,523436.0,3838947.0,2135944.0,3688057.0,787007.0,630944.0,4150166.827275791,351768.9586700246,769436.0,1753030.0,19681.092691691825,2888341.0,3634644.0,20775991.0,7472811.0,113361.0,4546482.0,306858.0,1759786.0,36229.0,10148048.0,9848732.0,27646.0,59309.586480433645,271670.0,1164676.0,1990456.0,1441673.0,46142.0,482214.0,-18453.799156595887
Bad,31.290000915527344,22.920000076293945,25.96999931335449,29.649999618530273,19806566.666666668,24.307973861694336,9235787.0,20794.0,150.0,1390482.792830933,19809.0,1467625.6453899622,218034.28669106594,835.0,4164277.7968717758,80519.0,589817.0507807009,163.0,8046123.0,951.0,1087237.0,9235787.0,18927.0,70499.28769465814,2.0,1084.0,11481.0,1035.0,1389124.0,1332137.0,56620.0,229878.9105406191,367.0,8732.954308380682,7827736.0,6881998.0,9520.0,1114672.0,265133.0
Bad,14.420000076293945,9.479999542236328,13.31999969482422,10.18000030517578,70084600.0,9.348958969116213,13314373.0,9236975.0,865387.0,1375291.0,3356481.0,3370821.0,129487.0,130832.0,4147861.6875104806,800546.0,84.0,114162.0,757367.0,163103.0,102982.0,13314373.0,3208220.0,99030.0,316064.0,178157.0,1209054.0,1283656.0,3471301.0,2743399.0,1072176.9965809796,40839.0,687063.0,839927.0,5794925.0,3030620.0,89288.0,2515186.0,218547.0
Bad,35.27000045776367,28.20000076293945,33.5,34.330001831054695,30577333.33333333,30.58190600077312,39546446.0,4574085.0,2283047.0,560425.1894246895,1853368.0,85671.0,276585.0,75414.0,4161280.5095056063,215910.0,137437.8077856466,306296.0,94584.0,255050.0,33466132.0,39546446.0,4771880.0,588073.0,344947.0,183965.0,1746755.0,700202.0,17261556.0,10354211.0,6400345.0,36754.0,470245.0,3673608.3956620884,17513007.0,10000000.0,124255.0033945024,8051110.0,1161438.8740491108
Bad,15.82610034942627,12.194000244140625,12.608699798583984,12.929800033569336,70640391.0,12.03340276082357,19309228.0,907100.0,54931.0,422991.0,271895.0,2016251.7553758295,93070.0,60412.0,4148221.8727094796,201878.0,71339.0,47459.0,17683268.0,9824.0,31831.0,19309228.0,919877.0,42300.0,78156.0,42602.0,623487.0,113458.0,8488420.0,4332568.0,630599.0,3456228.0,63641.0,709291.0,9191640.0,4331619.0,81483.0,4446189.0,332349.0
Bad,21.959999084472656,18.93000030517578,19.450000762939453,20.059999465942386,88966100.0,14.884498914082847,13000129.0,1337716.0,798614.0,139379.85836880252,303422.0,571417.218172257,66410.0,148645.0,4141266.927506689,20175.0,436928.0,2743936.0,705153.0,478107.0,6987547.0,13000129.0,3334730.0,140278.0,146450.0,219428.0,2531125.0,112433.0,5969865.0,4771017.0,131341.0,212472.0,758632.0,53987.0,3641546.0,2025342.0,-22934.0,1306144.0,336669.0
Bad,20.26219940185547,17.992300033569336,20.065500259399414,19.466699600219727,28643192.33333333,13.93653074900309,5673374.0,674239.0,225376.0,2178.0,173113.0,195116.0,5318.0,49502.0,4160982.734970463,58206.0,124947.7992410147,42619.0,4203820.0,17114.0,341844.0,5673374.0,544765.0,17816.3294151204,183156.0,22489.0,126725.0,105398.0,1860484.0,1636121.0,118288.0,106075.0,14206.249924462707,138.0,3267987.0,1740646.0,830015.0,627451.0,69875.0
Bad,14.949999809265135,9.869999885559082,9.93000030517578,12.56999969482422,1758501800.0,11.858334859212242,859298988.0,160379994.0,81166000.0,10478000.0,20050000.0,33771000.0,9927000.0,4988000.0,7011298.86053082,16219000.0,13220000.0,26493999.0,15587000.0,615095992.0,12005000.0,859298988.0,100595999.0,5472000.0,24580999.0,910000.0,44655002.0,22676001.0,449300005.0,370894012.0,2216827.2905455655,4927000.0,73478996.0,2183000.0,307219993.0,205431996.0,-646000.0,127437996.0,5866000.0
Bad,75.6500015258789,58.11999893188477,58.2599983215332,70.11000061035156,29879900.0,68.36119842529297,6008409.0,3649611.0,324363.0,614684.9775137712,957102.0,2254560.0,86415.0,93996.15049028902,4161089.0544396713,2469.0,213232.54757758594,54342.0,1368551.6238668289,1114876.0,1181935.0,6008409.0,2193715.0,224889.0,1396475.0,116917.0,240625.0,102739.0,791444.0,513039.0,14924.0,204823.0,8693.0,27190.0,2996060.0,1808639.0,144731.0,919118.0,141512.0
Bad,14.34000015258789,8.439999580383299,14.25,10.229999542236328,147412700.0,10.365519523620604,31091169.0,9241989.0,2078833.0,835146.0,1736898.0,4068636.0,932545.7712729407,522476.0,4114602.1958582345,105208.0,1914732.2428308402,2642426.0,1201463.0,15481317.0,2397499.0,31091169.0,4921801.0,259912.0,2330740.0,163670.0,1384942.0,636896.0,7142870.0,5212664.0,122225.0,92927.66756401028,1807981.0,2159226.0,16867273.0,12150000.0,317032.0,3699154.0,190888.0
Bad,20.44879913330078,16.159099578857422,16.385700225830078,19.89550018310547,22380075.33333333,12.797989209493005,5204608.0,708683.0,322707.0,1523.0,204170.0,135588.0,3593.0,41102.0,4162667.4334043995,35808.0,103177.89685853862,36257.0,3753397.0,19265.0,330336.0,5204608.0,431130.0,22446.042811562267,214251.0,19726.0,81930.0,115223.0,1564439.0,1281181.0,190768.0,92490.0,14168.193917076627,110.0,3208929.0,1740646.0,933941.0,275540.0,258802.0
Bad,20.0,12.850000381469727,19.899999618530273,13.699999809265135,102242470.0,14.518457412719727,32226804.0,13821404.0,3640345.0,1989197.0,1646133.0,5243236.0,1137506.6408515999,1302493.0,4112159.3910292336,32308.059598389566,486284.3760383742,1418085.0,423836.0,14830640.0,1727005.0,32226804.0,3970111.0,331438.0,1613315.0,261434.0,1108300.0,590109.0,9148310.0,6867317.0,495191.0,249249.80617055483,1759914.0,1677210.0,17431175.0,12150000.0,225030.23505093562,4316992.0,96604.0
Bad,23.10000038146973,18.350000381469727,22.32999992370605,19.520000457763672,468485500.0,17.020721435546875,677716296.0,118101811.0,27628003.0,21315725.0,22680508.0,29735948.0,11386585.0,3662553.0,7912339.975184613,5230502.0,21965812.0,13059623.0,12476892.0,418715664.0,81206755.0,677716296.0,69620580.0,4420579.0,23735509.0,12521622.0,15319805.0,4820607.0,262662046.0,180993540.0,1395259.0,39261602.0,40830296.0,2353980.0,343079690.0,205392151.0,630288.0,134928835.0,8727650.951486217
Bad,15.850000381469727,13.229999542236328,15.100000381469727,14.0,38992800.0,12.265473683675133,20607953.0,5454157.0,1603158.0,112474.0,2408660.0,144816.0,869775.0,315274.0,4158847.0421469025,119633.0,806689.0,2732490.0,1527183.0,7225384.0,2742416.0,20607953.0,4526264.0,185429.92395904014,1754393.0,572053.0,1336579.0,472161.0,7044091.0,4721100.0,825605.0,370392.0,1126994.0,1155760.0,7881837.0,4682716.0,130394.0,3521493.0,321436.23044440354
Bad,52.099998474121094,44.0,51.0,45.7400016784668,45258633.33333334,40.84485117594401,18276000.0,10774000.0,945000.0,1828635.7002231164,3545000.0,5400000.0,570000.0,263000.0,4150268.544176254,164524.60746230517,297914.6174140671,320000.0,93000.0,1380000.0,1296000.0,18276000.0,13057000.0,445000.0,7446000.0,120000.0,3487000.0,1419000.0,2337000.0,358000.0,973000.0,6000.0,1000000.0,168872.8389912245,2882000.0,2896000.0,-870000.0,944000.0,-48000.0
Bad,15.850000381469727,13.229999542236328,15.100000381469727,14.0,38992800.0,12.265473683675133,20607953.0,5454157.0,1603158.0,112474.0,2408660.0,144816.0,869775.0,315274.0,4158847.0421469025,119633.0,806689.0,2732490.0,1527183.0,7225384.0,2742416.0,20607953.0,4526264.0,185429.92395904014,1754393.0,572053.0,1336579.0,472161.0,7044091.0,4721100.0,825605.0,370392.0,1126994.0,1155760.0,7881837.0,4682716.0,130394.0,3521493.0,321436.23044440354
